region,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual,jan-feb,mar-may,jun-sep,oct-dec,winter,summer,monsoon,post_monsoon,annual_calc
PUNJAB,1989,45.7,4.1,17.6,1.7,4.9,39.6,164.1,151.9,20.7,0.3,8.0,21.8,480.3,49.8,24.2,376.2,30.1,49.800000000000004,24.200000000000003,376.3,30.1,480.40000000000003
PUNJAB,1990,1.9,57.7,32.7,4.2,13.8,18.6,200.3,188.8,194.4,0.6,5.6,36.1,754.7,59.7,50.7,602.0,42.2,59.6,50.7,602.1,42.3,754.7
PUNJAB,1991,0.1,39.8,16.0,34.8,10.8,73.5,86.8,144.3,41.7,1.0,0.2,26.8,475.9,39.9,61.7,346.3,28.0,39.9,61.599999999999994,346.3,28.0,475.8
PUNJAB,1992,38.8,34.2,11.9,2.2,8.6,24.7,144.5,146.5,50.0,3.2,13.0,0.5,478.2,73.0,22.7,365.7,16.8,73.0,22.700000000000003,365.7,16.7,478.09999999999997
PUNJAB,1993,8.5,12.7,29.5,9.4,13.3,38.7,352.6,17.4,98.4,0.3,2.1,0.0,583.1,21.2,52.3,507.2,2.4,21.2,52.2,507.1,2.4,582.9
PUNJAB,1994,27.6,23.3,2.8,6.4,7.2,29.5,167.4,222.2,89.0,0.4,0.0,5.1,580.9,50.9,16.5,508.0,5.5,50.900000000000006,16.4,508.1,5.5,580.9
PUNJAB,1995,50.8,56.0,17.2,8.8,1.3,51.0,160.0,375.5,145.6,1.3,1.4,0.3,869.1,106.8,27.3,732.0,2.9,106.8,27.3,732.1,3.0,869.1999999999999
PUNJAB,1996,32.7,38.9,19.0,2.8,3.7,118.6,87.9,194.1,72.4,18.8,0.0,0.7,589.7,71.6,25.5,473.0,19.6,71.6,25.5,473.0,19.5,589.6
PUNJAB,1997,14.5,5.4,8.9,35.8,30.4,55.3,144.1,261.5,24.3,39.0,28.8,42.1,690.1,19.9,75.1,485.1,110.0,19.9,75.1,485.2,109.9,690.0999999999999
PUNJAB,1998,2.8,55.8,25.5,19.1,2.7,42.4,160.6,90.1,139.5,49.9,0.0,0.2,588.6,58.7,47.3,432.6,50.1,58.599999999999994,47.300000000000004,432.6,50.1,588.6
PUNJAB,1999,43.4,5.6,4.3,0.0,22.6,35.6,139.6,82.0,30.7,0.5,0.1,0.2,364.4,49.0,26.8,287.9,0.7,49.0,26.900000000000002,287.9,0.8,364.6
PUNJAB,2000,25.4,26.6,6.9,1.3,15.3,50.1,164.8,70.0,42.0,0.0,0.7,2.2,405.3,52.0,23.5,326.9,2.9,52.0,23.5,326.9,2.9000000000000004,405.29999999999995
PUNJAB,2001,8.0,2.1,6.2,24.5,36.9,93.8,173.9,69.5,19.9,1.5,0.9,3.8,441.0,10.1,67.5,357.1,6.2,10.1,67.6,357.09999999999997,6.199999999999999,440.99999999999994
PUNJAB,2002,2.4,6.6,6.8,3.3,20.8,24.7,50.4,58.4,95.0,2.6,0.0,3.7,274.7,9.0,31.0,228.4,6.3,9.0,30.9,228.5,6.300000000000001,274.7
PUNJAB,2003,10.6,56.4,19.4,3.0,3.9,40.7,136.7,94.7,52.2,0.0,2.2,5.0,424.6,67.0,26.2,324.3,7.1,67.0,26.299999999999997,324.29999999999995,7.2,424.79999999999995
PUNJAB,2004,32.4,5.7,0.0,15.5,27.2,48.8,52.1,124.2,8.9,31.2,0.8,5.0,351.7,38.0,42.7,234.0,37.0,38.1,42.7,234.00000000000003,37.0,351.79999999999995
PUNJAB,2005,35.8,60.3,28.6,8.4,5.2,34.6,176.7,95.3,106.7,0.4,0.0,0.0,552.0,96.1,42.2,413.4,0.4,96.1,42.2,413.29999999999995,0.4,552.0
PUNJAB,2006,15.0,3.7,46.1,1.3,32.1,73.0,220.3,90.8,120.7,24.6,13.4,6.7,647.7,18.7,79.5,504.8,44.7,18.7,79.5,504.8,44.7,647.7
PUNJAB,2007,1.2,68.8,48.2,10.0,5.9,64.4,95.1,215.4,73.7,0.6,0.9,10.6,594.8,70.0,64.1,448.6,12.1,70.0,64.10000000000001,448.59999999999997,12.1,594.8000000000001
PUNJAB,2008,12.0,4.1,0.0,19.7,40.6,155.5,101.9,312.2,59.8,9.9,0.6,0.9,717.1,16.1,60.3,629.3,11.4,16.1,60.3,629.3999999999999,11.4,717.1999999999999
PUNJAB,2009,9.4,14.4,10.5,14.0,5.6,10.6,158.0,76.8,54.7,4.0,2.7,0.4,361.2,23.9,30.1,300.1,7.1,23.8,30.1,300.09999999999997,7.1000000000000005,361.09999999999997
PUNJAB,2010,3.8,13.8,1.9,0.7,6.0,41.8,143.8,96.7,112.8,4.7,1.1,24.4,451.5,17.6,8.6,395.1,30.2,17.6,8.6,395.1,30.2,451.5
PUNJAB,2011,3.5,35.6,8.2,17.8,18.9,162.9,120.9,193.5,140.2,0.0,1.0,2.6,705.2,39.2,44.9,617.5,3.6,39.1,44.9,617.5,3.6,705.1
PUNJAB,2012,62.6,3.2,1.9,31.1,1.6,11.9,120.2,135.1,112.3,2.2,0.4,11.0,493.6,65.8,34.7,379.6,13.6,65.8,34.6,379.5,13.6,493.5
PUNJAB,2013,9.3,50.1,11.6,3.4,3.6,120.3,117.9,217.1,24.4,16.2,6.1,6.6,586.6,59.4,18.6,479.7,28.9,59.400000000000006,18.6,479.69999999999993,28.9,586.6000000000001
PUNJAB,2014,21.8,20.1,30.3,24.5,20.8,20.6,76.3,41.9,105.8,6.0,0.7,14.1,382.7,41.9,75.5,244.6,20.7,41.900000000000006,75.6,244.60000000000002,20.8,382.9
PUNJAB,2015,17.7,31.3,68.5,29.8,16.7,48.3,130.2,88.6,69.2,9.0,0.8,0.7,510.8,49.0,115.0,336.3,10.5,49.0,115.0,336.3,10.5,510.8
HIMACHAL PRADESH,1901,137.8,174.5,75.0,19.2,89.6,32.7,280.5,459.7,53.0,3.9,0.0,19.1,1345.1,312.3,183.8,825.9,23.0,312.3,183.8,825.9,23.0,1345.0
HIMACHAL PRADESH,1902,6.5,27.0,104.4,76.2,61.3,78.8,258.6,199.3,113.4,23.6,2.5,0.0,951.6,33.6,241.9,650.0,26.1,33.5,241.90000000000003,650.1,26.1,951.6000000000001
HIMACHAL PRADESH,1903,76.5,21.4,213.7,25.4,54.7,32.2,157.7,256.5,107.9,5.8,0.2,41.4,993.3,97.9,293.7,554.2,47.4,97.9,293.8,554.3,47.4,993.3999999999999
HIMACHAL PRADESH,1904,79.3,22.4,131.7,48.0,90.3,33.1,241.1,184.3,56.4,51.6,17.3,32.0,987.6,101.7,270.0,515.0,100.9,101.69999999999999,270.0,514.9,100.9,987.5
HIMACHAL PRADESH,1905,81.3,76.8,160.2,39.3,50.4,43.6,191.1,132.8,119.1,0.3,0.9,34.4,930.2,158.1,249.8,486.6,35.6,158.1,249.9,486.6,35.6,930.1999999999999
HIMACHAL PRADESH,1906,44.1,143.9,89.5,5.3,29.9,152.6,168.7,433.7,230.9,2.9,0.0,15.9,1317.5,188.0,124.7,986.0,18.8,188.0,124.69999999999999,985.9,18.8,1317.4000000000003
HIMACHAL PRADESH,1907,124.2,145.1,144.9,73.0,34.2,23.7,95.7,200.6,18.9,14.9,0.0,0.0,875.4,269.4,252.1,338.9,14.9,269.3,252.10000000000002,338.9,14.9,875.2000000000002
HIMACHAL PRADESH,1908,38.4,76.1,12.3,181.7,43.6,46.8,225.6,287.4,43.0,2.8,7.3,22.5,987.6,114.5,237.6,602.9,32.6,114.5,237.6,602.8,32.6,987.4999999999999
HIMACHAL PRADESH,1909,111.0,82.1,25.4,31.7,19.0,107.6,292.4,234.5,105.9,17.6,0.0,49.9,1077.0,193.0,76.1,740.4,67.5,193.1,76.1,740.4,67.5,1077.1
HIMACHAL PRADESH,1910,49.9,48.9,42.7,48.9,46.8,133.5,408.3,355.4,174.2,37.0,5.5,55.8,1406.9,98.8,138.4,1071.4,98.3,98.8,138.39999999999998,1071.3999999999999,98.3,1406.9
HIMACHAL PRADESH,1911,246.3,21.9,277.3,35.1,8.8,121.0,103.2,240.9,174.4,24.0,75.2,5.8,1333.8,268.1,321.3,639.5,104.9,268.2,321.20000000000005,639.5,105.0,1333.9
HIMACHAL PRADESH,1912,95.6,34.7,55.7,60.1,54.3,36.9,357.6,346.8,126.6,1.0,26.9,11.4,1207.6,130.3,170.1,867.9,39.3,130.3,170.10000000000002,867.9,39.3,1207.6000000000001
HIMACHAL PRADESH,1913,21.3,126.6,72.4,35.5,114.6,168.0,215.4,239.0,40.3,14.1,20.3,51.8,1119.3,147.9,222.5,662.7,86.2,147.9,222.5,662.6999999999999,86.19999999999999,1119.2999999999997
HIMACHAL PRADESH,1914,15.9,88.8,105.5,110.8,76.1,135.1,495.4,292.7,269.6,71.6,22.5,51.9,1735.9,104.7,292.4,1192.8,146.1,104.7,292.4,1192.8000000000002,146.0,1735.9
HIMACHAL PRADESH,1915,62.2,100.4,90.0,66.6,19.4,67.5,249.0,380.6,157.7,23.4,0.0,20.0,1236.8,162.6,176.0,854.8,43.4,162.60000000000002,176.0,854.8,43.4,1236.8000000000002
HIMACHAL PRADESH,1916,10.4,75.3,33.7,41.8,35.3,238.9,275.8,254.9,118.9,86.9,0.0,0.2,1172.1,85.7,110.8,888.5,87.1,85.7,110.8,888.5,87.10000000000001,1172.1000000000001
HIMACHAL PRADESH,1917,20.4,30.0,61.8,162.9,79.8,135.1,376.3,309.8,330.3,174.4,0.0,22.7,1703.6,50.5,304.5,1151.5,197.1,50.4,304.5,1151.5,197.1,1703.5
HIMACHAL PRADESH,1918,21.2,22.3,171.2,103.4,14.3,135.6,200.6,208.9,21.5,7.9,51.0,26.9,984.7,43.4,288.9,566.6,85.8,43.5,288.90000000000003,566.6,85.8,984.8
HIMACHAL PRADESH,1919,141.3,47.4,75.6,60.4,43.5,80.1,417.3,227.8,66.5,0.7,9.8,42.9,1213.1,188.6,179.4,791.7,53.3,188.70000000000002,179.5,791.7,53.4,1213.3
HIMACHAL PRADESH,1920,53.0,58.1,126.1,32.8,109.4,55.6,385.1,168.0,76.0,3.3,0.0,17.4,1084.8,111.1,268.3,684.7,20.7,111.1,268.29999999999995,684.7,20.7,1084.8
HIMACHAL PRADESH,1921,87.8,20.9,9.1,29.6,32.0,42.6,264.1,465.6,195.7,57.9,0.0,106.1,1311.2,108.7,70.6,968.0,164.0,108.69999999999999,70.7,968.0,164.0,1311.4
HIMACHAL PRADESH,1922,106.6,57.5,68.2,87.7,13.0,106.8,425.8,508.1,274.0,14.2,6.5,50.2,1718.6,164.1,169.0,1314.7,70.9,164.1,168.9,1314.7,70.9,1718.6000000000001
HIMACHAL PRADESH,1923,113.4,151.2,51.0,27.2,93.0,64.3,320.1,512.1,125.5,60.1,17.5,85.6,1620.9,264.6,171.1,1021.9,163.2,264.6,171.2,1022.0,163.2,1621.0
HIMACHAL PRADESH,1924,50.2,135.1,63.0,26.6,86.7,26.6,419.3,345.5,418.6,12.4,14.9,61.7,1660.7,185.3,176.3,1210.0,89.0,185.3,176.3,1210.0,89.0,1660.6000000000001
HIMACHAL PRADESH,1925,86.2,61.7,33.5,65.4,86.6,167.5,450.2,388.1,48.5,33.2,88.5,0.0,1509.3,147.8,185.5,1054.3,121.6,147.9,185.5,1054.3000000000002,121.7,1509.3999999999999
HIMACHAL PRADESH,1926,52.9,48.6,179.7,86.3,114.4,23.9,349.6,422.9,127.9,4.2,25.1,14.3,1450.0,101.5,380.5,924.3,43.7,101.5,380.4,924.3,43.6,1449.8
HIMACHAL PRADESH,1927,17.5,132.5,48.2,51.4,79.1,37.9,384.7,542.4,78.0,37.9,5.8,19.3,1435.0,150.0,178.8,1043.1,63.1,150.0,178.7,1043.0,63.0,1434.6999999999998
HIMACHAL PRADESH,1928,129.0,112.9,48.1,94.6,14.5,82.9,276.5,329.2,67.3,2.0,59.9,91.9,1308.9,241.9,157.2,756.0,153.8,241.9,157.2,755.8999999999999,153.8,1308.8000000000002
HIMACHAL PRADESH,1929,109.0,52.3,17.6,48.0,24.9,101.7,363.9,423.7,50.3,57.3,0.0,176.0,1424.7,161.2,90.5,939.6,233.3,161.3,90.5,939.5999999999999,233.3,1424.6999999999998
HIMACHAL PRADESH,1930,98.8,64.1,52.7,87.7,28.2,120.8,424.5,307.0,77.7,13.0,5.2,25.7,1305.5,163.0,168.6,930.0,43.9,162.89999999999998,168.6,930.0,43.9,1305.4
HIMACHAL PRADESH,1931,58.5,149.6,79.9,14.6,84.5,25.0,263.6,339.6,202.5,47.8,0.2,0.6,1266.3,208.1,179.0,830.7,48.5,208.1,179.0,830.7,48.6,1266.4
HIMACHAL PRADESH,1932,43.0,52.8,62.1,17.1,61.4,54.6,409.2,451.3,183.1,6.1,9.5,68.4,1418.9,95.9,140.7,1098.3,84.1,95.8,140.6,1098.2,84.0,1418.6
HIMACHAL PRADESH,1933,60.2,93.6,109.4,80.2,54.7,106.0,259.3,244.2,172.7,49.1,8.2,2.8,1240.4,153.8,244.3,782.2,60.2,153.8,244.3,782.2,60.099999999999994,1240.4
HIMACHAL PRADESH,1934,91.8,12.8,40.3,82.3,59.9,70.7,281.0,241.1,30.4,0.9,1.3,69.5,982.1,104.7,182.5,623.2,71.7,104.6,182.5,623.1999999999999,71.7,981.9999999999999
HIMACHAL PRADESH,1935,136.7,73.4,60.3,83.6,18.4,40.3,233.6,216.6,88.0,28.5,26.5,22.1,1027.9,210.1,162.3,578.5,77.1,210.1,162.29999999999998,578.5,77.1,1028.0
HIMACHAL PRADESH,1936,11.5,111.1,118.2,61.0,42.8,193.6,240.9,173.8,107.9,9.1,0.5,87.5,1158.0,122.7,221.9,716.2,97.1,122.6,222.0,716.1999999999999,97.1,1157.9
HIMACHAL PRADESH,1937,57.3,141.0,53.7,60.3,35.1,116.4,282.9,325.7,227.3,53.8,9.5,101.9,1465.0,198.3,149.1,952.3,165.2,198.3,149.1,952.3,165.2,1464.9
HIMACHAL PRADESH,1938,175.5,124.3,48.1,38.9,11.1,125.3,211.8,156.5,16.8,6.7,6.7,5.7,927.5,299.8,98.1,510.4,19.2,299.8,98.1,510.40000000000003,19.1,927.4000000000001
HIMACHAL PRADESH,1939,56.4,112.3,97.9,47.1,9.9,103.0,201.0,110.5,108.6,30.9,0.0,0.0,877.8,168.7,155.0,523.2,30.9,168.7,154.9,523.1,30.9,877.6
HIMACHAL PRADESH,1940,64.1,79.9,69.4,60.4,56.4,103.3,321.6,220.7,84.8,1.4,2.3,24.3,1088.6,144.0,186.2,730.4,28.0,144.0,186.20000000000002,730.4,28.0,1088.6
HIMACHAL PRADESH,1941,44.5,49.4,70.1,21.5,70.6,92.8,182.0,231.6,83.5,12.5,2.9,34.1,895.5,93.9,162.3,589.9,49.5,93.9,162.2,589.9,49.5,895.5000000000001
HIMACHAL PRADESH,1942,74.8,156.8,28.3,84.6,73.5,66.6,273.8,348.6,153.6,7.8,0.0,59.8,1328.3,231.6,186.4,842.7,67.6,231.60000000000002,186.39999999999998,842.6,67.6,1328.1999999999998
HIMACHAL PRADESH,1943,171.1,26.1,96.7,74.8,78.1,36.6,237.2,377.7,111.5,0.0,0.2,13.1,1223.1,197.2,249.6,763.0,13.3,197.2,249.6,763.0,13.299999999999999,1223.1
HIMACHAL PRADESH,1944,108.3,112.5,106.2,51.0,16.9,51.0,277.4,226.7,80.2,23.9,7.2,67.4,1128.8,220.8,174.2,635.3,98.5,220.8,174.1,635.3,98.5,1128.7000000000003
HIMACHAL PRADESH,1945,196.0,10.3,105.0,81.0,24.5,74.2,424.4,352.5,331.0,40.0,2.9,5.2,1646.9,206.3,210.4,1182.0,48.2,206.3,210.5,1182.1,48.1,1647.0000000000002
HIMACHAL PRADESH,1946,45.2,85.9,77.9,42.0,56.6,159.3,462.3,379.1,41.1,79.1,49.0,61.5,1539.0,131.0,176.5,1041.9,189.6,131.10000000000002,176.5,1041.8,189.6,1539.0
HIMACHAL PRADESH,1947,78.0,38.2,82.8,4.5,32.2,50.3,260.1,257.3,438.1,14.6,0.0,57.3,1313.2,116.2,119.4,1005.7,71.9,116.2,119.5,1005.8000000000001,71.89999999999999,1313.3999999999999
HIMACHAL PRADESH,1948,33.5,185.0,382.0,47.5,13.7,55.5,380.0,456.6,115.4,16.5,0.0,73.0,1758.7,218.5,443.2,1007.5,89.5,218.5,443.2,1007.5,89.5,1758.7000000000003
HIMACHAL PRADESH,1949,28.0,140.0,81.6,45.0,35.2,48.2,548.7,265.2,99.5,4.7,0.0,15.0,1310.9,168.0,161.7,961.5,19.7,168.0,161.8,961.6000000000001,19.7,1311.1000000000001
HIMACHAL PRADESH,1950,211.0,67.0,155.0,51.7,65.1,83.6,392.8,319.3,329.8,2.2,0.0,7.0,1684.4,278.0,271.7,1125.6,9.2,278.0,271.79999999999995,1125.5,9.2,1684.5
HIMACHAL PRADESH,1951,112.3,69.4,87.4,90.4,89.1,38.8,217.3,309.3,124.5,19.3,69.6,11.1,1238.5,181.7,266.8,690.0,100.0,181.7,266.9,689.9000000000001,99.99999999999999,1238.4999999999998
HIMACHAL PRADESH,1952,86.4,82.8,191.4,35.2,66.8,146.9,198.1,371.1,26.7,12.9,2.8,42.5,1263.7,169.2,293.4,742.8,58.2,169.2,293.40000000000003,742.8000000000001,58.2,1263.6000000000001
HIMACHAL PRADESH,1953,149.2,51.9,98.3,86.6,36.9,107.6,390.9,330.3,90.2,11.6,9.3,62.8,1425.7,201.1,221.8,919.1,83.7,201.1,221.79999999999998,919.0,83.69999999999999,1425.6
HIMACHAL PRADESH,1954,196.4,271.8,87.2,13.0,52.2,47.5,336.6,348.9,293.4,46.2,7.6,16.7,1717.6,468.3,152.4,1026.4,70.5,468.20000000000005,152.4,1026.4,70.5,1717.5
HIMACHAL PRADESH,1955,165.0,42.0,141.4,87.7,114.7,86.2,320.9,337.5,194.4,413.6,0.3,15.5,1919.2,207.0,343.8,939.0,429.4,207.0,343.8,938.9999999999999,429.40000000000003,1919.2
HIMACHAL PRADESH,1956,96.5,44.7,206.5,58.0,26.8,118.8,293.9,266.1,113.1,222.3,8.3,86.6,1541.6,141.2,291.4,791.9,317.1,141.2,291.3,791.9,317.20000000000005,1541.5999999999997
HIMACHAL PRADESH,1957,181.0,37.9,133.8,146.4,151.9,79.0,321.3,253.9,263.7,84.5,56.3,112.9,1822.7,218.9,432.2,917.9,253.8,218.9,432.1,917.9000000000001,253.70000000000002,1822.6000000000001
HIMACHAL PRADESH,1958,84.0,22.4,72.8,61.7,65.0,34.7,452.0,265.3,265.9,75.2,2.2,171.1,1572.3,106.4,199.4,1017.9,248.6,106.4,199.5,1017.9,248.5,1572.2999999999997
HIMACHAL PRADESH,1959,136.1,243.1,94.7,43.3,52.8,52.0,418.6,243.7,219.5,81.7,53.9,1.0,1640.3,379.2,190.8,933.8,136.5,379.2,190.8,933.8,136.6,1640.4
HIMACHAL PRADESH,1960,82.9,0.7,134.2,66.2,20.8,78.3,355.3,226.8,72.9,7.2,3.8,66.2,1115.1,83.6,221.1,733.3,77.2,83.60000000000001,221.2,733.3000000000001,77.2,1115.3000000000002
HIMACHAL PRADESH,1961,153.8,157.2,68.8,104.2,34.2,88.7,320.3,314.3,153.1,46.2,37.6,37.2,1515.5,311.0,207.1,876.3,121.0,311.0,207.2,876.4,121.00000000000001,1515.6
HIMACHAL PRADESH,1962,45.0,102.9,82.9,102.6,55.4,86.5,242.7,255.8,303.7,5.8,66.5,43.8,1393.5,147.9,240.9,888.6,116.1,147.9,240.9,888.7,116.1,1393.6
HIMACHAL PRADESH,1963,14.1,57.2,201.2,49.5,47.2,108.9,325.7,308.1,111.3,2.4,76.8,52.2,1354.5,71.3,297.9,854.0,131.3,71.3,297.9,854.0,131.4,1354.6000000000001
HIMACHAL PRADESH,1964,176.6,58.8,83.6,97.7,86.8,86.2,278.9,246.8,197.1,0.1,1.8,39.6,1354.1,235.5,268.2,809.1,41.4,235.39999999999998,268.1,809.0,41.5,1353.9999999999998
HIMACHAL PRADESH,1965,52.5,209.1,170.9,126.6,143.9,24.9,278.3,117.3,39.9,25.8,12.8,18.3,1220.4,261.6,441.4,460.4,57.0,261.6,441.4,460.4,56.900000000000006,1220.3
HIMACHAL PRADESH,1966,0.3,145.0,78.4,77.2,95.7,187.1,250.5,298.0,153.3,30.8,13.9,40.8,1371.0,145.3,251.2,888.9,85.6,145.3,251.3,888.9000000000001,85.5,1371.0
HIMACHAL PRADESH,1967,30.8,99.1,181.5,31.4,48.1,99.3,386.3,403.3,105.7,36.9,23.8,112.4,1558.5,129.9,260.9,994.5,173.2,129.9,261.0,994.6000000000001,173.10000000000002,1558.6000000000001
HIMACHAL PRADESH,1968,188.5,114.1,80.8,50.9,44.9,99.3,277.2,181.1,16.3,47.2,9.1,58.8,1168.2,302.6,176.6,573.8,115.2,302.6,176.6,573.9,115.1,1168.1999999999998
HIMACHAL PRADESH,1969,66.0,78.6,72.7,130.4,111.0,31.0,201.8,306.7,117.2,8.4,2.4,1.5,1127.6,144.6,314.1,656.6,12.3,144.6,314.1,656.7,12.3,1127.7000000000003
HIMACHAL PRADESH,1970,116.5,39.0,37.9,7.3,43.5,163.2,223.4,280.4,164.4,6.6,0.2,0.3,1082.5,155.4,88.6,831.4,7.1,155.5,88.69999999999999,831.4,7.1,1082.6999999999998
HIMACHAL PRADESH,1971,53.1,76.5,13.7,57.5,71.8,252.7,352.8,301.2,67.0,13.8,12.2,2.6,1275.1,129.6,143.1,973.7,28.6,129.6,143.0,973.7,28.6,1274.8999999999999
HIMACHAL PRADESH,1972,55.0,77.0,55.0,82.1,21.3,43.8,184.2,159.9,57.6,31.1,21.3,54.0,842.3,132.0,158.4,445.5,106.4,132.0,158.4,445.5,106.4,842.3000000000001
HIMACHAL PRADESH,1973,116.8,80.6,68.4,15.7,40.0,99.1,167.8,213.9,86.3,32.1,5.4,29.1,955.2,197.3,124.1,567.1,66.6,197.39999999999998,124.10000000000001,567.0999999999999,66.6,955.1999999999998
HIMACHAL PRADESH,1974,75.0,44.6,33.7,24.6,41.8,76.4,168.8,204.6,30.5,28.8,2.4,45.1,776.1,119.6,100.0,480.2,76.3,119.6,100.1,480.3,76.3,776.3
HIMACHAL PRADESH,1975,137.8,124.7,126.3,25.4,35.1,86.9,214.0,191.8,95.3,13.8,0.2,2.7,1054.1,262.5,186.8,587.9,16.8,262.5,186.79999999999998,588.0,16.7,1054.0
HIMACHAL PRADESH,1976,66.7,105.5,126.6,49.1,30.1,85.5,368.9,238.0,72.6,20.2,1.7,14.6,1179.3,172.2,205.7,765.0,36.4,172.2,205.79999999999998,765.0,36.5,1179.5
HIMACHAL PRADESH,1977,85.5,4.7,12.9,97.5,87.2,86.1,339.7,236.4,197.1,18.8,9.9,69.2,1245.0,90.2,197.6,859.3,97.9,90.2,197.60000000000002,859.3,97.9,1245.0
HIMACHAL PRADESH,1978,63.7,102.6,157.9,53.5,31.1,156.1,280.0,300.1,137.7,3.6,75.9,9.0,1371.2,166.3,242.5,873.9,88.4,166.3,242.5,873.9000000000001,88.5,1371.2
HIMACHAL PRADESH,1979,170.0,115.3,157.4,31.9,85.1,64.8,163.4,119.0,43.5,7.0,34.0,29.6,1021.0,285.2,274.4,390.7,70.7,285.3,274.4,390.7,70.6,1021.0
HIMACHAL PRADESH,1980,83.2,87.1,71.7,28.5,26.1,106.8,477.1,128.8,52.5,25.3,27.3,40.5,1155.0,170.4,126.4,765.3,93.0,170.3,126.30000000000001,765.2,93.1,1154.8999999999999
HIMACHAL PRADESH,1981,114.5,96.3,162.0,54.4,67.1,94.7,233.5,163.4,71.6,11.4,70.4,7.9,1147.1,210.8,283.4,563.3,89.6,210.8,283.5,563.2,89.70000000000002,1147.2000000000003
HIMACHAL PRADESH,1982,187.3,147.7,228.9,146.2,152.5,58.3,160.4,170.2,31.5,42.5,21.8,75.7,1423.0,335.0,527.6,420.4,140.0,335.0,527.6,420.4,140.0,1423.0
HIMACHAL PRADESH,1983,91.7,97.6,162.8,136.7,86.1,59.2,166.7,204.2,121.5,48.2,1.0,13.9,1189.6,189.3,385.5,551.6,63.2,189.3,385.6,551.5999999999999,63.1,1189.6000000000001
HIMACHAL PRADESH,1984,24.3,134.5,38.7,68.6,14.7,105.0,194.4,192.5,121.5,10.6,25.1,38.4,968.3,158.8,122.0,613.3,74.2,158.8,122.0,613.4,74.1,968.3000000000001
HIMACHAL PRADESH,1985,70.4,23.0,36.2,65.6,54.3,54.1,301.3,252.7,118.0,127.6,2.8,88.0,1193.9,93.4,156.1,726.1,218.3,93.4,156.1,726.1,218.4,1194.0
HIMACHAL PRADESH,1986,7.3,119.3,159.4,105.3,99.1,86.4,240.9,246.9,52.4,43.4,72.7,89.5,1322.6,126.6,363.7,626.6,205.6,126.6,363.79999999999995,626.6,205.6,1322.6000000000001
HIMACHAL PRADESH,1987,68.1,84.6,77.9,132.1,214.2,81.0,90.4,147.8,50.3,76.7,0.8,11.6,1035.6,152.7,424.2,369.6,89.1,152.7,424.2,369.50000000000006,89.1,1035.4999999999998
HIMACHAL PRADESH,1988,41.6,128.3,353.9,27.2,39.3,84.0,411.3,304.7,360.2,2.2,4.9,123.5,1881.1,169.8,420.4,1160.3,130.6,169.9,420.4,1160.2,130.6,1881.1000000000001
HIMACHAL PRADESH,1989,111.0,62.5,89.2,39.4,92.5,59.7,291.1,247.3,64.9,7.3,52.9,59.4,1177.2,173.5,221.2,663.0,119.6,173.5,221.1,663.0,119.6,1177.2000000000003
HIMACHAL PRADESH,1990,36.2,161.2,217.7,52.5,61.8,80.2,302.3,221.8,162.8,15.6,10.1,140.6,1462.7,197.4,332.0,767.0,166.3,197.39999999999998,332.0,767.0999999999999,166.29999999999998,1462.7999999999997
HIMACHAL PRADESH,1991,24.0,143.1,120.6,104.5,69.7,67.1,141.6,258.3,128.5,2.2,4.3,40.9,1104.8,167.1,294.8,595.6,47.4,167.1,294.8,595.5,47.4,1104.8000000000002
HIMACHAL PRADESH,1992,123.9,75.8,199.4,36.9,83.9,53.0,277.5,374.0,127.6,7.0,19.4,4.7,1383.1,199.7,320.1,832.2,31.1,199.7,320.20000000000005,832.1,31.099999999999998,1383.1000000000001
HIMACHAL PRADESH,1993,109.2,69.7,164.1,20.6,56.7,70.9,386.9,89.1,143.1,0.3,17.7,0.0,1128.3,178.8,241.5,690.0,18.0,178.9,241.39999999999998,690.0,18.0,1128.3
HIMACHAL PRADESH,1994,88.7,124.7,29.0,131.3,65.5,114.2,367.0,311.0,92.7,8.5,0.1,77.6,1410.2,213.4,225.8,884.8,86.2,213.4,225.8,884.9000000000001,86.19999999999999,1410.3
HIMACHAL PRADESH,1995,61.5,140.0,96.7,85.8,44.2,66.5,332.4,345.1,284.5,5.4,13.9,17.7,1493.9,201.5,226.7,1028.6,37.1,201.5,226.7,1028.5,37.0,1493.7
HIMACHAL PRADESH,1996,118.6,117.8,112.5,50.6,68.5,173.7,210.6,348.3,138.5,38.3,0.6,6.4,1384.4,236.4,231.6,871.1,45.3,236.39999999999998,231.6,871.0999999999999,45.3,1384.4
HIMACHAL PRADESH,1997,50.9,58.5,60.4,97.4,66.1,92.3,198.7,476.1,113.8,44.4,87.4,108.5,1454.5,109.3,223.8,881.0,240.3,109.4,223.9,880.9,240.3,1454.5000000000002
HIMACHAL PRADESH,1998,13.5,133.8,139.4,71.5,41.3,152.3,210.7,239.8,251.5,119.4,5.9,2.4,1381.6,147.3,252.3,854.3,127.7,147.3,252.2,854.3,127.70000000000002,1381.5000000000002
HIMACHAL PRADESH,1999,109.2,54.3,33.4,7.1,98.3,104.7,304.1,284.6,111.4,6.4,28.9,2.5,1144.9,163.5,138.8,804.8,37.8,163.5,138.8,804.8000000000001,37.8,1144.9000000000003
